, id,tweet,subtask_b
2677,99844,@USER @USER Donald trump said Mr Cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in Texas in Dallas America can't trust him he is a lier then how can he stand up for him down there in Texas campaing,TIN
2678,84816,@USER @USER You will be sadly disappointed as they conservatives are also marxists...they now control a police state.........ONLY UKIP WILL SET THE COUNTRY FREE,UNT
2682,55174,@USER @USER He is Satan,TIN
2684,16201,@USER @USER You people calling everyone Nazis under the sun becomes tiring and stupid frankly. You people called Zena Bash a Nazi and it turns out she is half Mexican and Polish descent and her family barely escaped death from the Nazis. So keep it up desensitize that word.,TIN
2687,66764,@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE,TIN
2688,77710,@USER Almost forgot you was a nigga in ya past life lmao,TIN
2689,26961,@USER @USER @USER @USER You are a Liberal who doesn't even live in FL.,TIN
2692,14997,"@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL",TIN
2694,20559,@USER Lmao fuck u bae,TIN
2697,63914,@USER @USER @USER @USER I completely believe she will be in GTMO. She is a traitor.,TIN
2701,61110,@USER @USER Her life is crappy because she is crappy. And she’s threatening to kill everyone. Another nut job...Listen up FBI!,TIN
2704,70775,@USER @USER Just block the idiot. He's not even worth this post.,TIN
2707,64673,#WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control #2A  URL,TIN
2710,24283,@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.,TIN
2711,40489,@USER Nah Antifa are good to get killed,TIN
2712,72705,@USER Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.,TIN
2715,41163,All this talk about Trump's dick allegedly looking like Toad from #MarioKart  This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked.   #MAGA URL,UNT
2718,52719,@USER @USER The dems have done this since they were the KKK. Except back then they accused black men of raping white women then lynched them. Same play from the old playbook. Everyone of these liberals crying outrage are fake if they aren't pressuring Ellison to resign.,TIN
2721,47088,@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,TIN
2722,57096,@USER One added me to a “liberals I’d like to slaughter” last month. That was fun,TIN
2727,26387,@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years,UNT
2729,82685,@USER psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW..thanks for this #Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!,TIN
2732,13723,@USER Fuck it. Just do it Haha,UNT
2735,21647,@USER what is this? We don’t want your $2 tacos we want fucking gun control. Are you seriously trying to capitalize off this tragedy? URL,TIN
2736,14848,@USER because he made guys dumb as SHIT,TIN
2737,25259,@USER Ouch. She is horrible.,TIN
2741,63892,@USER @USER But he is a dildo!,TIN
2751,95357,@USER I got this,TIN
2753,25720,@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast,TIN
2755,90396,@USER @USER Be coo you got people thinking I really eat ass bitch 😂,TIN
2757,24498,@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.,TIN
2760,37694,@USER Ok but please understand that I am not one of dubakoor mumtaj dubakoor army. I only support her for certain things. I get what you are saying and I don’t understand how she has survived from up to this point. For me she is not fit for title winner.,TIN
2762,54005,@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.,UNT
2765,26889,@USER We have the real facts......you suck pussy grabber MOTHER Fucker,TIN
2767,68320,"@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator"" to enact stricter gun control? I don't think that's an argument that'll get you very far.""",TIN
2772,27044,@USER Very simple....More gun control ads equals more guns sold. The gun illiterates aren’t smart enough to figure this out,UNT
2776,31857,@USER Im not apart of Antifa foxy. I agree with you they are terrorsits,UNT
2787,42879,@USER @USER He is a failure in every way possible.,TIN
2788,82106,@USER @USER Antifa aren't fascist   They're terrorist,TIN
2789,87207,@USER @USER Quite possible. You are very right to be skeptical. But one has to start somewhere !,TIN
2792,87143,@USER @USER I turn the tv off when Juan speaks. He is a real sicko.,TIN
2794,12324,@USER @USER Talk about the pot calling the kettle black... You should be ashamed of your cash payoffs to Iran &amp; of you helping Iran to become a necular power. It would be better if you just set your sales and gave us all a big wave goodby. @USER will clean up your mess. URL,TIN
2795,40821,@USER Colored people should vote! What color is she referring to? I’m white and bright! White is a color. Next racial dividing statement Ms Obama.,TIN
2799,26844,@USER Go away,TIN
2800,56180,@USER  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease,TIN
2802,85444,@USER @USER Target is brilliant with this. Keep an eye out (esp online as there’s online only shit that’s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.,TIN
2807,59875,@USER How Funny...#WNBA Championship Winners Won't Visit @USER Stupidity Of Liberals Is So Amazing...And That Face With The Plastic Stupidity Proves It...Oh...Right...She Might Harm Her Little Face...Whats Next...Complete Body Armor...,TIN
2808,27510,@USER @USER @USER You are a member of 40 years aren’t you? Surely that means he abused you? I mean I know you don’t understand idioms but this is next level ignorance,TIN
2810,81446,Absolutely all fucking done.  Bye Felicia URL,TIN
2811,27391,@USER Exactly so shut up,TIN
2813,51379,@USER @USER fix this shit!,UNT
2815,41929,@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit! #HangHim,TIN
2818,80432,@USER Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face,TIN
2823,39627,@USER And 15 is probably all they know about. Please tell me he is still in jail. Or better yet dead. You are such a strong woman. I'm so sorry that happened to you.,TIN
2825,68677,@USER Fuck you I’ll put hot sauce on a slice of pizza again for you,TIN
2830,90543,@USER Reading this thread it sure seems like your followers aren't for gun control after all Jimmy 😂😂😂😂,TIN
2836,60566,"@USER GIVE ME A FUCKING MIC""""",UNT
2839,27150,...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures... URL,TIN
2840,85931,@USER Come on Texans! This man can not replace @USER  EVER! #MAGA2018,TIN
2841,41247,@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.,TIN
2846,11362,@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL,TIN
2850,11438,@USER @USER I can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,TIN
2856,27669,@USER I’m sorry Dana that you have to hear from such sick mental patient liberals! They are so pathetic! I support you 100 percent,TIN
2857,58670,"@USER So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN"" who just was simply better than her today. Every woman in that room who applauded to that nonsense I feel sad for you.""",TIN
2859,49942,@USER BS.  People died in PR because the local government is corrupt.,TIN
2860,34378,",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!""",TIN
2862,97667,@USER You ready for crazy ass racing tomorrow???,UNT
2863,96501,@USER @USER What do you expect from The likes of Eric Erickson. .   HE is a Piece of Crap.,TIN
2864,59400,#meneither! She is a liar. Clear as day a liar. URL,TIN
2870,76994,@USER @USER gfy ...the NFL should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,TIN
2871,83018,@USER @USER Invite @USER to all of the @USER shows and let her tell you about her interview with Brock Long. Then you will know why #Cult45Politburo sounds so unhinged. He is parroting the FEMA admins line of BS. @USER tried to fight back against Long's BS,TIN
2874,81851,@USER @USER Who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?,TIN
2878,71908,@USER @USER @USER @USER @USER @USER All liberals are devils. All of us. Ask any repub. We hold hands to stand together. To know we aren’t alone in this fight for civility and decency. Call us all the names you want. It doesn’t matter one bit.,TIN
2879,90181,@USER @USER @USER Exactly! She was sorry till she found people to cosign her bullshit. Idiots. The pair of them.,TIN
2881,62822,@USER End of Mos2. SM out in space hears a voice in his head asking if he’s kryptonian.Turns around and it’s MM. MM explains his situation &amp; asks for refuge on earth. SM puts out his hand &amp; introduces himself. Has their shaking hand he says welcome to earth. Cut to black.,TIN
2882,58864,@USER @USER Forget Michael he is a coward.,TIN
2884,85481,@USER @USER He gets confirmed. Conservatives don’t care that he’s a rapist. At all.,TIN
2886,59032,@USER @USER Where were you in 2008 when people were losing their jobs &amp; their homes &amp; our economy tanked? What did you say about W then? Did you ridicule him &amp; did you praise Obama for saving our country? You are such a hypocrite.,TIN
2887,43712,@USER @USER I seriously believe he is evil..,TIN
2888,21967,@USER He makes a good point. Too bad that is a career death sentence these days.,TIN
2892,42488,@USER Your shabby self and your traitor buddy BO....Gave us #MAGA....stupid your just stupid.,TIN
2896,35558,.@USER Liberals are steamrolling #TPP through Parliament without proper debate. Why are the Liberals hell-bent on killing Canadian manufacturing jobs? #cdnpoli URL,TIN
2898,30972,@USER The are batshit crazy.,TIN
2899,55816,@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING,TIN
2900,67777,@USER @USER YES BITCH,TIN
2903,20570,@USER These liberals are responsible for the deterioration of American society. They should be ashamed but we all know they’re not.,TIN
2904,94070,@USER When even readers of a liberal paper in effect liberals don't believe her accusations are credible. . .,TIN
2906,41414,.@USER &amp; @USER student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @USER has 8 years. He did nothing. He is a liar. URL,TIN
2907,74066,@USER *REPLACES CHICKENS WITH GUN CONTROL* URL,TIN
2911,55515,@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,TIN
2913,35033,@USER Man that shit just got me hype like I was watchin it 18 years ago,UNT
2914,37604,@USER yea shit sucks thats why i stopped watching anime mostly,TIN
2915,38370,@USER FF8 sucks MAJOR wang.,TIN
2917,39167,@USER Get the hell out,UNT
2920,47425,@USER He is starting to tweet nonsense like Mango Mussolini,TIN
2922,64008,@USER @USER @USER Haha you liberals are so desperate it’s hilarious. Trying at all ends to set him up. This BS last minute stalling tactic about the alleged HS incident and the bait of emails that were sent to him. And people wonder how Trump won? Because they’re tired of Democrats and their crap.,TIN
2924,42258,@USER @USER @USER @USER @USER Most people do not understand what an assault rifle is!  Makes their statements regarding gun control stupid!,UNT
2928,67453,@USER @USER @USER @USER @USER He is a malignant narcissist.,TIN
2931,18696,@USER @USER @USER Thats the problem. He is not a slick talking politician,TIN
2932,95210,Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA @USER @USER @USER @USER @USER @USER URL,TIN
2933,65340,@USER @USER @USER @USER @USER Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?   It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control.  It’s a #BrexitShambles. Let’s stop it.,TIN
2934,99778,@USER @USER @USER @USER @USER @USER @USER FUCK yes now i have someone to pressure me to get into every pit that opens up,TIN
2939,71504,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I met Mark. And he is amazing. He is just as sassy in real life as in the show.,TIN
2940,40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,TIN
2941,21829,@USER Total Bullshit,UNT
2942,48061,@USER And it’s always during active play! Sit your butt down people!,TIN
2944,18519,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,TIN
2945,28660,@USER @USER This is a lie! To push a gun control narrative! The actual number is much lower. If you look up what they are using to reach that number you will see why it is so high. Always playing politics!,TIN
2950,79057,@USER @USER Smut straight from hell,UNT
2951,60881,@USER HE IS MOE,UNT
2952,11409,@USER @USER Or maybe to pay for their protests since Mnuchin shut that slush fund down. Probably going to pay for Antifa riots. Busing in people and weapons.,TIN
2954,69682,@USER She is a Republican hypocrite!,TIN
2956,52292,@USER Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,TIN
2961,56493,@USER Goodell and my Lions both suck,UNT
2962,31046,@USER You are low class asshole. You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for being a man and standing true.,TIN
2963,11156,@USER Irish Bad Bitch,UNT
2964,30464,@USER @USER @USER @USER @USER He is a disgrace,TIN
2965,14512,@USER She is not a cheater. That chair ump robbed her.,TIN
2967,88097,@USER your @USER app is down / sucks,TIN
2968,77994,@USER I feel you dude it Fucking sucks,TIN
2971,42410,@USER @USER Feinstein wanted to delay until after the midterms.  Hopefully the RED wave will wash her into the Atlantic. #MAGA,TIN
2972,69456,"@USER @USER Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution?   Take your people control (it's not gun control) and gtfo with your crazy.   Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are.""",TIN
2980,57952,@USER lemme rap on that shit. I'll do a video floatin downstream in a coffin like in horrorland lol,TIN
2981,21095,@USER Madam will never respond. She is among those who see nothing good about PMB and his administration. It sucks.,TIN
2982,80516,@USER Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control. @USER,TIN
2985,40152,@USER you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.,TIN
2995,74376,@USER I hope so. That Tana girl fucks anything lol,UNT
2998,99729,@USER Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.,TIN
3000,32734,Ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?,TIN
3001,98440,@USER @USER CA has inadequate gun control.,TIN
3002,41563,@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.,TIN
3003,73784,@USER They could literally give two fucks af 😂 like ummm okay thanks 😂,UNT
3010,24484,@USER Fuck yeah !!!! Go you !!!,UNT
3014,26457,@USER @USER @USER @USER is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.,TIN
3016,43322,@USER Antifa is Israel's thug squad in America,TIN
3022,38116,1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. URL,TIN
3027,31480,"@USER #Republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate""",TIN
3028,40051,@USER @USER Ramos sounds like a shitty ump,TIN
3029,43269,@USER @USER Well they will start banishing all acct's for promoting URL FB gave @USER Brandon a 30 day z-jail time. I'm sure tomorrow Apple/Jacks will do it too. Let's all just do it and see how many conservatives &amp; #WalkAwayMarch er's they shut down.poof FB begone,TIN
3030,42226,@USER @USER Oh shit u went there 🤣🤣🤣,TIN
3031,98465,@USER Disgusting!,UNT
3033,74744,@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.,TIN
3035,16097,@USER @USER We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!,TIN
3040,76049,@USER Bono can go away now the 90s are over you sick now,TIN
3046,49396,@USER Really another one holy crap wow all brought to you by the Liberals.,TIN
3049,93004,@USER Europeans are morons for electing people like this,TIN
3053,44210,The “Law and Order” president really hates law enforcement! Lol #MAGA URL,TIN
3065,66826,@USER Congratulations @USER   for putting the NFL into the toilet.,TIN
3066,54062,@USER She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,TIN
3067,69586,@USER @USER @USER @USER @USER Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world.,TIN
3068,25306,@USER @USER You are 20X the trader I am lol I’m screwed but I have a tight stop. I’ll let it ride!,TIN
3074,48012,@USER Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It  makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!,TIN
3078,97762,Ain’t missing shit 🤫🤑,UNT
3082,52678,@USER @USER Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL,UNT
3084,25145,@USER He is hurt and no one has checked on him!!!,TIN
3089,37925,@USER @USER @USER These guys are only known for diverting topics only. He is a pure sanghi. Let him bark.,TIN
3092,49493,@USER The more this woman talks the more stupid she becomes. #TermLimits #Liberals,TIN
3095,85087,@USER This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop,TIN
3099,65285,@USER do you have any other recourse? This is so wrong on so many levels. Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received. Liberals are full of hate and discontent and unfortunately there are more of them than us. Idiots. URL,TIN
3100,43009,@USER Hollywood is packed with pedophiles,TIN
3102,29565,@USER @USER Should have used a 44 magnum to make a real statement! And people like this teach our kids?,TIN
3105,52026,@USER conservatives believe all persons of color are a priori guilty of crimes therefore when PoC are denied their rights in extrajudicial killings no conservative EVER questions the killing.,TIN
3107,19813,@USER Don’t talk shit about 48 laws,TIN
3108,68918,@USER Holder has a perverted view of the law. Not surprising since he is a Democrat.,TIN
3111,62509,@USER oh shit uhhh what ao3 fic is this,UNT
3112,50295,@USER When will they learn.  People dont care about what they think about politics.  Just read your lines and entertain us.  Keep your stupid pins and fake tattoos and ribbons at home. #MAGA #Emmys,TIN
3118,21422,@USER Can somebody please put him back in his coffin.,TIN
3119,62905,@USER But they’re still the number one Fake News Network.,TIN
3121,32524,@USER Fuck off,TIN
3126,48660,@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.,TIN
3128,99216,@USER @USER @USER . #Hypocrisy to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves Republicans and it's really #homophobia #RoyMoore #Kavanaugh #JimJordan #MarkFoley #BobPackwood #ClarenceThomas #DonaldTrump,TIN
3136,83756,"@USER @USER @USER @USER You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"" just shows you cant believe everyone in this community""",TIN
3146,60989,@USER shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit,TIN
3147,41059,20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,TIN
3148,67258,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why,TIN
3149,55432,@USER Sounds like you're a Fascist.,UNT
3152,92513,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER LOL!! Same to you! Awe!  How’s it feel to want for the first time gimmie?!  Is that a new feeling for you?  Has mommy kept you on the tit all these years and now you don’t know how to fend for yourself?!,UNT
3155,13720,@USER josh as slave leia,TIN
3161,34571,"an already-debunked viral hoax"" Tell me who decides if a meme has been debunked?? A potentially biased human has to thats who.  URL #facebook #rosetta #memes #qanon #maga URL",TIN
3164,60491,@USER still spewing your lies.....you are not good enuf to lick our President's boot straps... what about the deaths in Chicago...u r a liar and a manipulator...go vack to indonesia barry,TIN
3169,46159,"@USER Ya  Obama on trade  2-YEARS AGO:  Trump is just NOT TELLING THE TRUTH""  ""How STUPID could our leaders be"" Trump  God bless Trump! #MAGA #KAG .. (Full Link+Trump's ANSWER URL",TIN
3173,79023,@USER @USER any gun control is unconstitutional and you leftist fake news traitors keep lying to the people that's why your enemies of the people,TIN
3175,22102,@USER Must be driving liberals crazy!,TIN
3183,47242,@USER F the DemocRATS.  SLIMY BASTARDS.,TIN
3184,82139,"@USER @USER @USER @USER  Flake shld end his search for relevancy"". He's RINO filled w hatred for POTUS. #Despicable behavior""",TIN
3185,15286,@USER She is demented.,TIN
3195,31845,@USER I just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head 🤣🤣🤣🤣🤣🤣🤣🤣,TIN
3199,80016,@USER @USER That is why you never want to deal with the left/democrats. They have become lunatics. #TrumpDerangementSyndrome,TIN
3203,43212,@USER ball is in our court not yours,TIN
3204,50593,@USER @USER @USER I know you're not this naive. Those people make up a very small % of Trump supporters. Do all Liberals support terrorist and (groups such as Antifa?,TIN
3206,52082,@USER @USER @USER I will never forget what levels you racist liberals went to and what you did to Clarence Thomas. Liberals are  the worst people ever.,TIN
3207,69277,@USER what the fuck happened,TIN
3208,48653,@USER @USER What are these new ideas?  Speech laws gun control killing babies and thinking your entitled to free healthcare and rich ppls money just bc you exis?,UNT
3210,99915,"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset.  As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? There's straight couples, why not just let them be gay?""",TIN
3211,49358,@USER @USER Jail is TOO KIND for a #Pedovore - where is the prosecution??  #AGSessions is the church getting away with pedo crimes?  What the hell is he holding?  is that a tentacle?  WTH  #PedoGateNews,TIN
3213,31668,@USER @USER Pope Char compares Pope Francis to the false prophet. Bingo! URL,TIN
3217,35139,@USER @USER @USER He’s as clueless as out his disgusting looks as he is about every other thing there is to know.,TIN
3220,51110,@USER fake ass emoji,UNT
3221,57228,@USER @USER @USER Haha yeah funny communists liberals destroying USA want USA2  like Venezuela China north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the USA that my Founding Fathers fought died 4 our Freedom! Shed blood for ungrateful communists!,TIN
3223,12748,.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! URL,TIN
3225,36701,@USER Then I see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today! 😱 People wonder why I love legs until I show them what I grew up with. URL,TIN
3228,44391,@USER Someone please call for gun control because the Bengals can't stop shooting them selfies in the foot URL,TIN
3232,71900,@USER @USER She lost because she got outplayed. She is disgusting for her behavior,TIN
3233,97704,@USER What?  All 12 of them?  What about the terrorists Antifa?  Farrakhan’s hateful and racist thugs?  BLM criminals?  Black Panthers?  Those groups have NO place either!,TIN
3235,34943,@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal bullshit song and misrepresenting facts as usual.,TIN
3237,33566,@USER @USER Bro I randomly tried this dns shit and it worked first time wtf,TIN
3238,71656,@USER This is what conservatives think a genius looks like. LMAO,TIN
3243,93589,@USER And this butt fur thinks he is a know it all,TIN
3244,58294,@USER you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go to hell.,TIN
3245,83184,@USER @USER Yes it did... And it's on editorial... Is Joe Q the editor of X-Men... No he isn't... He is editor in Chief. He is the boss of all the other editors... Sooo he wasn't responsible... I shouldn't be arguing because this is stupid...,TIN
3248,98517,@USER #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg 😭😭😭😭,TIN
3249,45834,@USER @USER Or he is part of the fraud they pulled together.,TIN
3255,75507,..@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA,TIN
3264,35022,#GOP on personal responsibility...  He was drunk: boys will be boys  She was drunk: slut  #republicans #conservatives #kavanaugh,TIN
3266,62844,@USER Damn right .if you think any different then your part of the problem with this country .thank God we have a president who puts #AMERICA #FIRST instead of putting illigal aliens ahead of americans .,TIN
3268,56638,@USER bitch my life was flashing before my eyes,TIN
3272,94456,@USER @USER He's been trashing all along even to our allies.,TIN
3278,97210,@USER @USER @USER People who employ fascist tactics are fascists. That's what ANTIFA does. Do you want me to start posting videos of ANTIFA riots?,TIN
3279,77403,@USER @USER  We all have concerns about the Democrats' disgusting Behavior and disrespect for this country and our Constitution of the United States and the violation of your oath to Citizens and our constitution.,TIN
3281,40574,@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself,TIN
3284,77181,@USER And hypocrite flies in his private jet around the world?,TIN
3286,48438,@USER He is the absolute worse. Period. That is all.,TIN
3288,77021,No my family aren't MAGA they just don't care. They're apart of the populace who get distracted by pop culture completely. They have zero idea what is going on in the world until I tell them &amp; even then they don't care. I'm a lion amongst lambs. URL,TIN
3295,24967,@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,TIN
3296,33118,@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,TIN
3301,26460,#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control URL,UNT
3305,81929,@USER @USER She is so stupid it scares us average Americans that she makes decisions on our behalf,TIN
3306,41706,@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,TIN
3307,31062,@USER Down with liberals!,TIN
3317,69417,@USER Trudeau and Liberals are incompetent to handle it.,TIN
3318,17787,.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL,TIN
3329,95856,@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some asshole just posted a thing about IQ in your defense. Fuck off with that shit!,TIN
3334,24154,@USER bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business,UNT
3337,51231,@USER Smack the shit outta her 😂😂,TIN
3341,48645,@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.,TIN
3343,80930,@USER I heard ur cock was big and lonely,TIN
3351,27379,@USER @USER Are you bipolar? You keep saying different shit to people commenting on what u said,TIN
3352,43820,@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.,UNT
3362,70596,#DickDurbin is from Illinois. #Chicago has the strictest gun control and is a gang and drug killing field. URL,UNT
3363,36646,@USER In other words #Mueller it’s not constipated In other words #Mueller has diarrhea? URL,TIN
