,Unnamed: 0, id,tweet,subtask_a
2268,2268.0,74983.0,@USER @USER You are right free speech is one thing that makes this country great. Another is the very flag that is a symbol that gives us that right.,NOT
2269,2269.0,73297.0,...when Liberals/Democrats punish &amp; slander people for simply being honest and truthful? That's when you know its time to #WalkAway and vote Republican. URL,NOT
2270,2270.0,59066.0,@USER Funny that she actually hears dog whistles... I think that says something about her. 🐩,NOT
2271,2271.0,57630.0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?,OFF
2272,2272.0,45748.0,@USER @USER @USER @USER @USER He is Harry Potter,NOT
2273,2273.0,34636.0,@USER @USER None of these issues are A) real problems or B) handled better by Conservatives. Happy to support Trudeau for a second term. Trans Mountain pipe and NAFTA will get done - properly. Saudi spat? Yay. You wouldn't know prosperity if you fell into a pile of 100's.,NOT
2274,2274.0,47943.0,@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.,OFF
2275,2275.0,40941.0,"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if""",NOT
2276,2276.0,98457.0,Time to visit Banbury Team!  URL URL,NOT
2277,2277.0,54068.0,@USER Ok G you are hired. Hot yoga fixed it. Feels good as new!,NOT
2278,2278.0,43137.0,@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.,OFF
2279,2279.0,10663.0,@USER MAGA KAG WINNING,NOT
2280,2280.0,97187.0,@USER History repeats itself URL,NOT
2281,2281.0,21315.0,@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit,OFF
2282,2282.0,46880.0,@USER Idk if she is but shes black coded....the bonet sets it off,NOT
2283,2283.0,26828.0,@USER @USER  @USER blocked me also. I don't even know who he is,NOT
2284,2284.0,23116.0,@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,OFF
2285,2285.0,86932.0,@USER Omg! She is so cute 💚💚💚 URL,NOT
2286,2286.0,38622.0,"@USER @USER @USER @USER I am for the kneel. My sisters perspective is when you are on the job do your job."" I take that to mean they arent allowed to peacefully protest ""on the job."" I disagree.""",NOT
2287,2287.0,30632.0,@USER @USER is inciting VIOLENCE towards Twitter Accounts that support POTUS. He has made lists for Antifa and ?  Please respond.,NOT
2288,2288.0,69977.0,@USER Bummer that you are excluding A-List members from the #AStarIsBorn special events. I guess you guys are already testing shady Moviepass tactics on us. 😒,NOT
2289,2289.0,35897.0,@USER @USER Looks like you are the one 😜 Some simple things needn't be explained,NOT
2290,2290.0,73277.0,@USER She isn't.  Antifa doesn't want to hurt her.  Resist doesn't either.  Rest of us want her to put up or shut up. They are gaming us all.,NOT
2291,2291.0,25004.0,"#Tories #Labour #GE2017 #Conservatives Conservatives URL long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive… URL",NOT
2292,2292.0,58641.0,@USER A woman in Hatteras told me last night I don't know what I'm talking about when I told her to get off the island. I hope she is alive afterward.,NOT
2293,2293.0,42305.0,@USER I cast my vote as “OPPORTUNIST” #ChristineBlaseyFord had THIRTY-FIVE years to come out with her allegations. Why now? It’s obvious. #MAGA URL,NOT
2294,2294.0,29255.0,@USER Hell NO,NOT
2295,2295.0,57051.0,"@USER @USER @USER @USER @USER @USER @USER 😂😂😂😂 whatever. It was more than enough for 'Antifa &amp; the rest to stay home! Peaceful. Dignified. On Point. Last time the left did that???????? I'll wait""",NOT
2296,2296.0,67187.0,@USER fuck off  URL,OFF
2297,2297.0,47893.0,@USER @USER @USER He's on Capital fucking Hill. It's not like they don't know where he's at. They want to intimidate his family so he will back out. The media is Antifa in drag.,NOT
2298,2298.0,99044.0,@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full,OFF
2299,2299.0,82700.0,@USER @USER @USER Because she is more intelligent than you are.,NOT
2300,2300.0,73604.0,@USER Pat Shurmer scored 7 points against the eagles in playoffs last year and only 22 at home vs saints until miracle play he is not a great offensive coach.,NOT
2301,2301.0,26655.0,@USER Eric pay your taxes and go straight to jail.,NOT
2302,2302.0,62796.0,@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,OFF
2303,2303.0,52740.0,@USER Amputees' limbs have grown back in his presence! I guess he'll do it until they cart him off in a strait jacket.,NOT
2304,2304.0,45155.0,@USER Fuck you it’s 3,OFF
2305,2305.0,96014.0,@USER you are a legend and one of the best presenters on @USER  We want to see!,NOT
2306,2306.0,82910.0,@USER Testing $7.31 support line is what she is doing new all time high if it doesn't break,NOT
2307,2307.0,72688.0,@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.,OFF
2308,2308.0,12856.0,@USER where did you dig this one from? She is dope sha,OFF
2309,2309.0,50316.0,@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.,OFF
2310,2310.0,93286.0,@USER @USER @USER @USER @USER Which side ran into a crowd killing someone? U mentioned ANTIFA like they’re anywhere close to the same hate filled platform that KKK is. All i heard from u was deflection &amp; excuses. Next,NOT
2311,2311.0,84736.0,@USER I am on AS 849 but don't want to get anyone in trouble since this is not the first time . . . it happens with frequency.   If I sat a row back it wouldn't be an issue with carryons but bulkhead is tough.  Hard to say anything when you are on a flight together for 5 1/2 hours!,NOT
2312,2312.0,96952.0,@USER 😭😭😭😭 he is terrible 🆗,OFF
2313,2313.0,93987.0,"Believe in something, even if it means sacrificing everything.""  @USER  #MAGA URL",NOT
2314,2314.0,58016.0,@USER Market Liberals Party when?,NOT
2315,2315.0,14343.0,"@USER This is an interesting topic and I'll try to give my best opinion on this topic: First, what does master"" dota2 or chess means; If we assume that to master either one of them implies that you are undisputable the best HUMAN PLAYER in the world at the game in our current time 1/5""",NOT
2316,2316.0,36236.0,@USER @USER @USER @USER @USER @USER She is so dead 😂 URL,NOT
2317,2317.0,19502.0,@USER Fiona Hill.,NOT
2318,2318.0,81418.0,@USER Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u,OFF
2319,2319.0,89848.0,. there he is; theirs the first baby; growing so fast; how cute; fabulous to see him again thanks for sharing # URL,NOT
2320,2320.0,22694.0,@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.,OFF
2321,2321.0,45735.0,@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.,OFF
2322,2322.0,50490.0,@USER And the Liberals are saying Republicans are separating this country by color. Hypocrites.,OFF
2323,2323.0,52431.0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you Julie. #RushFamily ?,NOT
2324,2324.0,31252.0,@USER You are ridiculous and need to retire!,OFF
2325,2325.0,47846.0,20 Crazy Things Liberals Blame Trump For URL via @USER,NOT
2326,2326.0,47066.0,@USER Keep me updated with how you’re liking it 😂,NOT
2327,2327.0,82529.0,@USER Bengals v. Some sorry team looking for a butt whoopin’,OFF
2328,2328.0,29352.0,"@USER @USER Overton window shifted a while ago. AP is leftist, wsj maybe centrist  And lol that CNN isn't hyper-partisan"" but fox is? Ok  Have you denounced your extremists, AntiFA, Keith Ellison, Linda Sarsour, Ocasio yet?  I've denounced ones on the right...""",NOT
2329,2329.0,55887.0,@USER Good thing I watch him online.,NOT
2330,2330.0,77261.0,@USER @USER One of the very first states in the US to legislatively legalize gay marriage. Extremely progressive gun control. Minimum wage increase. Free college. I know these things don’t count for dipshits like you. But they are major and they count.,OFF
2331,2331.0,71844.0,@USER Bitch im gonna see you on december dont me. We have to see each other,OFF
2332,2332.0,82441.0,@USER I wonder if he is a Chicago Bears fan..?,NOT
2333,2333.0,24492.0,Now this is how we MAGA URL,NOT
2334,2334.0,28866.0,@USER White liberals really hate themselves. #TDS,OFF
2335,2335.0,55702.0,@USER im down in 15 minutes if you are,NOT
2336,2336.0,85239.0,@USER And who gives a shit,OFF
2337,2337.0,45279.0,@USER If I’m not mistaken they were the only affiliate to not be resigned to the Pirates system,NOT
2338,2338.0,54182.0,@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”,OFF
2339,2339.0,22381.0,@USER Becoming a woman?,NOT
2340,2340.0,22835.0,@USER we are done debating. we win debates all the time and you liberals win by doing what you want in govt and elsewhere. We are going to defeat you in every way you defeated us now. Be prepared.,NOT
2341,2341.0,99186.0,@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?,OFF
2342,2342.0,25171.0,@USER Or a connection or motive between the two because it wasn’t a random shooting.,NOT
2343,2343.0,77751.0,#PakNeedsMediaPolicy  So called desi liberals want uncontrolled n unlimited liberty of media that is not acceptable or positive for any society URL,NOT
2344,2344.0,69657.0,@USER I would affirm her. Tell her she is beautiful but at the same time that beauty comes also from wthin,NOT
2345,2345.0,33207.0,"@USER &gt;unfuckable""  where is the truth in this statement, all i see are lies""",NOT
2346,2346.0,64317.0,@USER Ugh that sucks!!! At least you have your wallet,OFF
2347,2347.0,23798.0,@USER @USER Hope he is feeling better soon.,NOT
2348,2348.0,29688.0,@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,OFF
2349,2349.0,41985.0,@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,OFF
2350,2350.0,40448.0,"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day.""",OFF
2351,2351.0,36199.0,@USER Antifa boot camp 😂,NOT
2352,2352.0,54510.0,@USER Most likely gang related violence with a illegal gun in the most strict gun control cities .,NOT
2353,2353.0,93594.0,@USER @USER @USER @USER @USER Looks less like she is getting $200 dinners a day and more like she's getting 200 dinners a day,NOT
2354,2354.0,25877.0,@USER @USER @USER You can compare any two countries you like and you’ll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms.,NOT
2355,2355.0,43966.0,@USER @USER @USER ....Except not all Millennials are for Gun Control.,OFF
2356,2356.0,41554.0,@USER She is so despicable!,OFF
2357,2357.0,10576.0,@USER this is rei from evangelion concept/design by @USER 😭😍,NOT
2358,2358.0,63777.0,@USER They are BOTH GUILTY of CRIMINAL BEHAVIOR &amp; they know it.  🙏🏻 God removes any &amp; all barriers to getting the truth from them! #MAGA,NOT
2359,2359.0,85718.0,#Labour #SWaGodKing  British Conservatives made a grave error protecting Viktor Orban - URL via @USER,NOT
2360,2360.0,50279.0,"@USER When she's wearing her hero 'costume' she /is/ completely invisible so.... yes?"" URL",NOT
2361,2361.0,93066.0,@USER @USER @USER @USER Just give up. You are desperate to spread hate &amp; the more you do the more we send love to the victim. You have lost your humanity. Stop and think what you are trying to achieve because you look like you want to start a war on innocent people.,NOT
2362,2362.0,79824.0,@USER @USER @USER If liberals are against Kavanaugh then he's the best man for the job.,NOT
2363,2363.0,96542.0,@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?,OFF
2364,2364.0,25759.0,@USER Why add insult to injury? He is 100% devoid of empathy.,NOT
2365,2365.0,97649.0,@USER Ps the gun control laws and subsidised healthcare are real,NOT
2366,2366.0,50369.0,@USER I hope they beat his ass in private.,OFF
2367,2367.0,94465.0,@USER At least you’ve been some type of fucked,OFF
2368,2368.0,81340.0,@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR,OFF
2369,2369.0,83451.0,@USER Get out!!!!,NOT
2370,2370.0,10959.0,. @USER continues our look into government spending. Part II is focused on funding announcements made in battleground Quebec over the summer #cdnpoli URL,NOT
2371,2371.0,98878.0,@USER @USER @USER @USER @USER @USER Lady get real trump is rich he doesn’t need tax payers money.liberals still tax payers money.,NOT
2372,2372.0,79793.0,"@USER Does this mean you don't share the left's usual view on the 2nd amendment or does the constitution as the liberals say change with the times""?""",NOT
2373,2373.0,81087.0,@USER ??? what the fuck ??,OFF
2374,2374.0,70090.0,@USER @USER @USER Lmao you are the only who are getting so brave 💀 stay pressed trashno neptune,NOT
2375,2375.0,70314.0,@USER Good luck,NOT
2376,2376.0,95465.0,.@USER opposes the student loan refinancing bill that would help hundreds of thousands of borrowers get lower rates at no net cost to taxpayers. He is losing this election and he is a desperate politician.   Democrats might not want to let him steal this issue. URL,NOT
2377,2377.0,72518.0,@USER That didn't work now did it!! Maybe he needs glasses!!!!,OFF
2378,2378.0,90291.0,@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that shit was fucking awful other than the gunplay which I was fine with the graphics themself are spooky as hell it's too bright for me makes me nauseous,NOT
2379,2379.0,57552.0,@USER Only Trump could get Liberals to scream bloody hell at open transparency.,OFF
2380,2380.0,98616.0,12: mysterious and I still think you are😂,NOT
2381,2381.0,79760.0,".@USER ..... But But But all those gun control laws""? URL",NOT
2382,2382.0,61261.0,#Warriorscoach fundraising for gun control Brady PAC #PACGoldenStateWarriors #SteveKerr #headcoach URL URL,NOT
2383,2383.0,24695.0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop playing babe. You know you love it when I talk Trump with you. Now go put on that ANTIFA dress i like. You are going to get it tonight!,NOT
2384,2384.0,17420.0,@USER @USER Yeah she is a real blond just like Uncle Donnie,OFF
2385,2385.0,64357.0,@USER You should KO her like Damigo did to that ANTIFA girl at Berkeley. Then blow her a kiss as she's going down.,NOT
2386,2386.0,64091.0,@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics',OFF
2387,2387.0,93824.0,@USER Lmfaoo! 😭 bitch,OFF
2388,2388.0,52236.0,@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,OFF
2389,2389.0,71383.0,@USER @USER @USER @USER @USER Agreed and what I’m saying too.,NOT
2390,2390.0,18935.0,@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #,OFF
2391,2391.0,42648.0,@USER All because she referred to POTUS as “The Donald”.  She is now “The Jourdan” because of that letter.  Cc: @USER,NOT
2392,2392.0,16770.0,@USER @USER @USER @USER its fake? its from 2 different maps guys,NOT
2393,2393.0,37831.0,@USER @USER @USER They're a dying party. Split between Nationalists and conservatives isn't going to hold too much longer. They just have no real cohesive ideology anymore. It's simply my team is better than your team.,NOT
2394,2394.0,83138.0,@USER Funny how you say anyone who disagrees with you are wrong. So I guess everyone on the left is wrong since I'm always right even facts do sometimes go against what I'm saying?,NOT
2395,2395.0,97291.0,"@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings"" should reject ""gun control"" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by ""gun control”.""",OFF
2396,2396.0,94759.0,@USER @USER Carlson showed us exactly who he is - a slimeball Fox representative. Fox watchers who love his views ate it up. Normal intelligent people were disgusted by his tactics.  Loved that Avenatti laughed in his face.,NOT
2397,2397.0,29558.0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Even pedophiles in interviews will tell you the only way to stop them is to kill them. Pedophiles even admit to when out of prison they will offend again and that’s what keeps them alive in prison... the hope of another opportunity to molest an innocent child. They are sick f*cks,OFF
2398,2398.0,93933.0,@USER So we should believe this from 40 years ago when the man went to an all boys school. This was a way to try and stop the confirmation and blew up in @USER face. She is a corrupt pos!!!,OFF
2399,2399.0,76238.0,All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts. @USER Trump is #MAGA &amp; Deplorables are helping. URL,OFF
2400,2400.0,51243.0,@USER Oh dear. Conservatives will implode over this.,NOT
2401,2401.0,54655.0,@USER Hey Pauly .... when the rest of the countries catch up with USA's environmental policies .. let us know !!,NOT
2402,2402.0,89345.0,@USER U nasty bitch,OFF
2403,2403.0,10695.0,@USER 79% say they are the same of better off!   #MAGA,NOT
2404,2404.0,63928.0,@USER @USER If Brookee Baldwin and Erin Burnett start showing cleavage to their Boobies CNN just might.,OFF
2405,2405.0,34887.0,@USER @USER yeah keep mocking her right into a yes vote,OFF
2406,2406.0,49843.0,@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons,OFF
2407,2407.0,25625.0,@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol,OFF
2408,2408.0,54626.0,@USER I guess all of those old white guys DO kinda look alike...  😉🤭,OFF
2409,2409.0,48410.0,@USER Fukushima-Daiichi wasn't a hurricane. You are comparing apples &amp; orangutans.,NOT
2410,2410.0,13744.0,@USER I don't mind her going to a sleepover! As long she is safe and protected!!,NOT
2411,2411.0,60301.0,@USER @USER @USER @USER Yet they haven't. How do you know they are actually antifa members and not far right pretending to be violent antifa to make people like you think they are so dangerous.   🤔 Hmm,NOT
2412,2412.0,97538.0,@USER The liberal MSM are the stalkers along with Antifa.   #VoteRedToSaveAmerica,NOT
2413,2413.0,38271.0,@USER @USER Cause she is not a democrat,NOT
2414,2414.0,69404.0,@USER And thank God he did win. There is more money in American workers pocket. More jobs available. Tax breaks for the middle class. We are in an industrial boom where I live.  New neighborhoods and schools being built just to handle the people coming in to fill these jobs.,NOT
2415,2415.0,89781.0,"@USER @USER @USER @USER BS made up by a lying liberal..a cheap filthy whore, whose lies help to undermine REAL WOMEN who are sexually assaulted.  But with trashy liberals who cares?"" right? As long as the end can justify the means?  Trashy libs tried same thing with Judge Thomas.  Democrats are sick.""",OFF
2416,2416.0,10460.0,@USER And they have some of the strictest gun control laws in the country? As the saying goes if you ban guns only criminals will have them! Seems to be proving here go get them Chicago.,OFF
2417,2417.0,77463.0,3. @USER You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change,NOT
2418,2418.0,45236.0,@USER David stop it with your logical connections.... True journalists like you are not in vogue..,OFF
2419,2419.0,43835.0,@USER @USER This is the ONLY acceptable way to end sex,OFF
2420,2420.0,31912.0,@USER bitch if u don’t message him,OFF
2421,2421.0,42682.0,"@USER @USER Whenever I see Get out there and vote"" it makes me think liberals are trying to rally their voters because @USER historically have much lower turnout numbers than @USER ers. Then I see it is about Asians and think to myself ""Hell they just might vote Republican!"" :-p""",NOT
2422,2422.0,65265.0,7-1=7  I aM nOt CrYiNg YoU aRe 😭😭 URL,NOT
2423,2423.0,35538.0,"@USER After they guna spell it like Frida"" 😂😂""",NOT
2424,2424.0,78973.0,@USER Congrats love! You are proof that with enough courage and determination you can literally overcome anything. Thank you for being a beacon of hope to everyone. 🤟🏼💛,NOT
2425,2425.0,50018.0,@USER @USER @USER I think you have nailed it. She doesn't want to be under oath.#MAGA,NOT
2426,2426.0,39573.0,@USER Aww she is so beautiful as always,NOT
2427,2427.0,88186.0,@USER @USER They on their bullshit,OFF
2428,2428.0,13629.0,@USER He is so stupid,OFF
2429,2429.0,75199.0,@USER Trump and Rudy talk not finding collusion in all stories that have nothing to do with collusion.  They know it has been found. Lol,NOT
2430,2430.0,49018.0,@USER You are basically exploiting people with fear of spiders and you know there are a lot of em so you that’s why you stole that pic to scare people who are arachnophobia,NOT
2431,2431.0,37896.0,@USER You are still on that Trump  train to nowhere!👎,OFF
2432,2432.0,99387.0,@USER Andrew .... what is your position on gun control in Canada ?,NOT
2433,2433.0,26623.0,@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL,OFF
2434,2434.0,20777.0,@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.,OFF
2435,2435.0,88611.0,@USER Law enforcement gets to carry around semi-automatic guns and make judgment calls about who lives and who dies based solely on race and appearance.  Gun control arguments NEVER EVER take into account police brutality.,NOT
2436,2436.0,40350.0,@USER @USER @USER She is talking about herself dude...ignored.,OFF
2437,2437.0,80969.0,@USER Crazy people don't care what they use. I suppose you leftist who says to bad it wasn't a gun. Sounds like you're disappointed he didn't. That way you can scream gun control.,OFF
2438,2438.0,14116.0,@USER who’s the loser bitch!  lol you! fuck you #MAGA URL,OFF
2439,2439.0,49314.0,@USER Lmao what a joke he is.,NOT
2440,2440.0,56621.0,13 teachers and students blasted in Wisconsin with 12-gauge Winchester 1300 pump-action shotgun. The NRA blames gun control laws.,NOT
2441,2441.0,63714.0,@USER Glad no one watches her!,NOT
2442,2442.0,80991.0,@USER #maga baby!!,NOT
2443,2443.0,67019.0,@USER Is that all you've got? NDP and liberals will grasp at anything to get attention. Sure am enjoying watching the meltdown. @USER @USER,NOT
2444,2444.0,22385.0,@USER @USER @USER You never expect Nikki Haley in your mentions but then there she is,NOT
2445,2445.0,72013.0,@USER Misplaced anger doesn't make the lies about taking a knee true.  Sorry for her loss but she is WRONG...WRONG...WRONG,NOT
2446,2446.0,17439.0,"1/ Resists newest tactic against conservatives.  They have decided to trend disarmthem""  And advocates attempting to take a weapon from people open carrying.  1. open carry hopefully has retention on their holster. 2. This is likely to result in being fired upon by 2nd party.""",OFF
2447,2447.0,33883.0,@USER He had to fuck up. You can only give a guy so many chances no matter how talented he is,NOT
2448,2448.0,26365.0,@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate,OFF
2449,2449.0,32701.0,@USER He’s going to end up having a massive heart attack and never find out how the election went.,NOT
2450,2450.0,10794.0,@USER @USER You are seriously so despicable. How can you even look you kids in the eye...,OFF
2451,2451.0,22986.0,"@USER Barf over the squishy self-righteous source. That's the whole deal with TBC. They're young and dumb history major conservatives"" who've swallowed the SJ BS and like to hand wave. I'll assume without further evidence Prager is lame.""",OFF
2452,2452.0,66460.0,@USER More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,NOT
2453,2453.0,29730.0,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL,OFF
2454,2454.0,60855.0,@USER Me bro,NOT
2455,2455.0,38646.0,@USER Be still.  And know you are being prayed for . URL,NOT
2456,2456.0,93139.0,@USER @USER @USER @USER @USER Could you clarify what specific lies or fake news you believe that she is propagating and your sources to verify her information was false?,NOT
2457,2457.0,40422.0,@USER The Liberals opposing liberalism? 🤷‍♀️ URL,NOT
2458,2458.0,39815.0,@USER Hahahaha...another #MAGA!   Making Attorneys Get Attorneys.............Guess he doesn't believe his own innocence....#PostponeTheVote,NOT
2459,2459.0,92243.0,@USER Don’t 😂😂😂😂😂,NOT
2460,2460.0,49913.0,@USER big if true,NOT
2461,2461.0,45465.0,@USER Whenever you conservatives whine Kavanaugh is being appointed fast enough all I think of is Garland never getting a hearing for a year so just shhh hypocrites,NOT
2462,2462.0,94744.0,@USER can you share my twtich? Trying to make that shit work out URL,OFF
2463,2463.0,25357.0,@USER @USER @USER Awesome tweet. You bring out the best in people and you are appreciated. Thanks for yesterday's many live updates  and live coverage and that was just one news story!,NOT
2464,2464.0,87032.0,@USER Thank you for seeing the light. #StopKanavaugh PLEASE VOTE NO. HE is NOT OK!!! Help SAVE our DEMOCRACY 🇺🇸,NOT
2465,2465.0,90174.0,"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being.""",NOT
2466,2466.0,33441.0,@USER But you are much prettier .🌞,NOT
2467,2467.0,56101.0,@USER Ha! Compared to whom? Kerry? Obama? Clinton? Booker? Harris? REALLY?,NOT
2468,2468.0,50441.0,@USER I’m sooo happy you are a Gator!! 🐊💙🐊💙🐊,NOT
2469,2469.0,66885.0,@USER Brilliant idea! if only conservatives ran Netflix...,NOT
2470,2470.0,22535.0,@USER are you guys gonna play “She Is beautiful” tonight?,NOT
2471,2471.0,58754.0,@USER We love you Kayla and we're glad you're okay,NOT
2472,2472.0,67537.0,@USER @USER Libertarians and conservatives working together to achieve authoritarianism...shock.  The name PPC (similar to PRC) sure was a good choice for them.,NOT
2473,2473.0,59858.0,@USER @USER @USER @USER Chris Burns you are a fascist. Nothing more than that.,OFF
2474,2474.0,48017.0,@USER Yeahh tbh most that do are weirdos and think about sex in a very weird way.,OFF
2475,2475.0,76860.0,"1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL",OFF
2476,2476.0,96276.0,@USER The fact that we believe that these are the only two conservatives with a shred of decency is deeply disturbing. Even more disturbing is that I don’t believe either of them do either. Still doesn’t hurt to try.,NOT
2477,2477.0,22784.0,@USER Sorry you’re a socialist!! I contributed to Ted Cruz!! Sick of liberals,OFF
2478,2478.0,30659.0,@USER Had you radical liberals supported President Bush's plan to allow YOUNG people to invest 2% and only 2% of the Social Security into the private marketplace we may be solvent by now!,NOT
2479,2479.0,17283.0,@USER He is. Lol 😂🙄,OFF
2480,2480.0,46874.0,@USER please draw stupid sexy nezha and nidus over the shoulder or something.,OFF
2481,2481.0,55208.0,@USER He needed his brains on the sidewalk,NOT
2482,2482.0,17595.0,@USER @USER @USER No. She is a liar.,OFF
2483,2483.0,88947.0,"@USER @USER I would temporarily change parties if the Republican party would Primary agent orange"" with a REAL, Republican, Conservative. That would MAGA!!! At least a great start.""",NOT
2484,2484.0,16943.0,FU #Emmys hosts for insinuating my vote was wrong or illogical. I voted for Trump cuz I'm tired of the typical political nonsense #TheSwamp. Just cuz you don't agree with my vote doesn't mean that it doesn't count. #political #colinjost #MichaelChe #MAGA,NOT
2485,2485.0,56791.0,Join me in #boycottEmmys #maga,NOT
2486,2486.0,56704.0,"@USER @USER Sure , because THEY are being exposed for their filth &amp; constant coverups of ABUSE! Why do a vow of celibacy &amp; purity?"" Maybe, its just a giant sleaze fest at the Vatican &amp; elsewhere. Just Join the priesthood if your a pedo, so you can have permission to abuse?? #TruthJustice""",NOT
2487,2487.0,30478.0,@USER What shitty wipers you have,OFF
2488,2488.0,45915.0,@USER Agree #transparency #ReleaseTheDocuments #MAGA,NOT
2489,2489.0,47676.0,@USER @USER I’d love to see an Alan Moore takedown of EVS.   Only issue is I am 100% certain Alan Moore doesn’t know who he is.,NOT
2490,2490.0,71470.0,#jiyoonfact She is the father of the group.,NOT
