 id,text,label
98016.0,<user> lier christine ford soros pays well lawyer work know lie shame,1
76806.0,111007 love active twitter forever shining tl dislike dont event know dislike anything tbh,0
25271.0,<user> <user> using people advance walkawaydemocrats,0
12890.0,<user> <user> gt gt old looks like baby makes wonder kind business sit motion couch look dion approval know right ask include business,0
22043.0,<user> prefer speak url,0
30089.0,<user> <user> adult room might get things done happens liberals take credit doug blamed sticking noses inz,0
83500.0,<user> understand soros arrested domestic terrorism also funds antifa,0
94803.0,<user> <user> nonsense ford campaign damn fine job good see politician keep promises push things thru get done conservative party plenty depth representing ontarians quite well,0
19863.0,<user> sleazy cnn afraid trump gop tough liberals,0
64063.0,<user> congratulations joe deserve nice treat hard work every day keeping us sareptians informed know us ca boys appreciate,0
67181.0,<user> aww <emoji : smiling_face> tried lol smart ass though <emoji : face_with_tears_of_joy>,0
14584.0,<user> well figure kinda blew wad weekend regarding command flo acting like running whole show barking orders parting waters oh mighty man <emoji : musical_notes> <emoji : balloon>,0
97885.0,<user> <user> <user> man really thought huh url,0
50733.0,10 high school students murdered dallas wasr 10 century arms rifle nra calls gun control research unethical,0
94822.0,<user> <user> <user> long time proponent killing unborn,0
49130.0,susan collins puzzling kavanaugh allegation came late url tcot maga rednationrising,0
83610.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> phones allowed url,0
98763.0,<user> aw hugs gotten flustered like well sucks also sometimes write little script alone,0
95013.0,<user> fuck,1
45425.0,<user> <user> <user> glad career ruined way deserves ruined done celebrity mean excused mean law,1
69822.0,<user> <user> g maga ass take <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,0
53044.0,<user> <user> cosby comparison 30 vs 1 hs u angry one antifa activates like getting pepper sprayed,0
90232.0,<user> silly unhinged liberals,1
74206.0,<user> list murders wanted grows day,0
33512.0,<user> <user> <user> <user> <user> <user> <user> surprising conservatives generally lack empathy people,0
21229.0,saw group freshmen wearing maga bucket hats <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> <emoji : nauseated_face> hate school,1
71432.0,<user> <user> <user> equivalence sides conservatives contrived controversies division refusal acknowledge basic facts biggest obstacles foreseeable future,0
75134.0,<user> tell us context much overall network tv viewership gone period oh snooze,0
25737.0,<user> niggas still gon na complain geno ffs,1
30245.0,<user> martin obsessed christ homosexuality,1
98100.0,<user> <user> <user> return milk snatcher thought tories could sink lower,0
96119.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> well hello,0
24917.0,<user> <user> <user> stop democrats stop using victims school shootings gun control agenda,1
47251.0,<user> big blot dharmic kashmiri pandits community name modernity lost sanity reflects way supported loony womans hinduphobia,1
21472.0,<user> republican dominated chamber commerce let like nra ties hands gun control like us think charge everything,0
51888.0,<user> <user> 3 years mate,0
45045.0,<user> <user> attention lefties demanding gun control shooters left wing get shoot congressman create violent chos demand normal people disarm,1
12758.0,<user> <user> hyt enemy people,1
63416.0,<user> googlecide death evil corp inspiring internet bill rights preventing leftist oligarchies erasing people based political beliefs transforming western civilization totalitarian state controlling nearly aspects life via googlesplaining,1
26229.0,<user> morons groper trudeau lying liberals stomped charter values test holt renfrew favourite shopper horwath premier ford trying save taxpayers money maybe bugs horwath,1
51469.0,<user> would know <emoji : smiling_face_with_smiling_eyes>,0
64569.0,<user> <user> <user> cute,0
99821.0,<user> bill reilly happen people like speak potus nra gun control,1
64494.0,<user> desperate get white house shut investigations go straight obama biden,0
63616.0,<user> people exressing shock majority government government fact life e check liberals previously provincially currently federally hello,0
39563.0,siege bs stand double cultlogic maga url,0
64859.0,<user> <user> guys bad games game humbles everyone stafford rusty inconsistent year 2 games missing long field passes flip game,0
83397.0,<user> <user> thank g gone amp hopefully good,0
14758.0,<user> surprising n c nnor nigga payroll,1
82181.0,<user> <user> <user> hah fucking chats onya boys,1
92590.0,<user> comparing date rape disgusting hope family never deal rape disgusting pos,1
23596.0,<user> fear losing monopoly status correct answer,0
12269.0,<user> <user> still take guy commie antifa,0
99167.0,<user> beautiful,0
27795.0,<user> fast furious criminal behind bars,1
10827.0,<user> fucking loved cat sad,0
72794.0,<user> fake mews,0
88558.0,<user> <user> sure pope first name basis satan disgrace papacy,1
81135.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> hey one antifa bros today saying much hated joey god condone hate joey guy,0
48774.0,<user> hear something saying drink supposedly school 80s 18 79 tales 1982 limits moved 21 girl 15 accusing boy 17 everything sex think rape prosecute imply boy lies,1
73046.0,<user> big crybaby get way 2016 election,0
23197.0,<user> <user> confession pregnant child second makeout 7 years old tomorrow,0
65730.0,<user> yes presidency one absolute worst go back way,0
87509.0,<user> understand heard heard pictures scars trauma illegalalien left car middle 405 fwy 1982 18 badly damaged california losangeles kavanaugh maga url,0
62404.0,<user> <user> antifa soy girl,0
17211.0,network liberal facebook ads traces back colorado law firm url cnn sitroom thelead outfront ac360 npr pbsnews pbsnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee denver stlouis houston dallas atlanta la,0
79816.0,<user> <user> say cowardly brave mean,0
76381.0,<user> <user> <user> <user> shitting like,1
23253.0,<user> antinationalist antinatalist also typically interested basing focus around something bad rather something good directly counteracts heals bad thing imagine antifa called prolib lol,0
83923.0,<user> <user> <user> <user> running top 3 offense every year amp still get fired pitt concerns talented players like playing balance face 24 7,0
31936.0,<user> girl bomb <emoji : smiling_face_with_heart-eyes>,0
54354.0,<user> <user> <user> <user> <user> think overlooking fact democrats houses congress presidency nothing gun control would work well war drugs,0
22337.0,figure took long constitutionday almost leaders opposed constitution maga qanon <user> url,0
98659.0,<user> creepy,1
74320.0,<user> trashed ugly hurt trump,1
60014.0,<user> <user> <user> <user> liberals need better trolls aunty calling someone liar losing resort 2nd grade url,0
20069.0,<user> policies republicans gun control,0
21557.0,<user> <user> <user> gun control works real well chicago right mr alos,0
28004.0,<user> <user> <user> <user> <user> <user> stop mass shootings gun control look mental health issues first saying,0
82893.0,<user> <user> like sensible gun control policies,0
39050.0,<user> <user> <user> <user> <user> <user> <user> high school,0
47952.0,<user> <user> covered even 350,0
40331.0,<user> <user> <user> <user> <user> <user> amazing seeing prof activist,0
17644.0,<user> eric holder 2nd yr gitmo update gitmo expansion still breathing freedom air,0
78884.0,<user> <user> <user> saying disagree far right stuff reading lately disgusting would also say groups like antifa banned labelled terrorist organisation use violence fear tactics,0
67126.0,<user> love fabulous <emoji : cat> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart> <emoji : sparkling_heart>,0
42014.0,<user> true busy pointing finger forgot important,0
88271.0,<user> asshole though,1
52044.0,<user> <user> <user> <user> <user> rep,0
39225.0,<user> democratic always use race divide americans conservatives done see color democrats see color discussing,1
60680.0,<user> <user> maybe baker day sleep night cuz wake early open bakery,0
79562.0,<user> gone thot offence intended probably nice lady <emoji : slightly_smiling_face>,0
49341.0,<user> <user> walkedaway <user> never coming back,0
59394.0,<user> 0 05 narrator moment antifa knew xhe zhe fucked,0
87363.0,<user> gun control beto massachussetts senator,0
20691.0,<user> <user> <user> wart society,1
32236.0,<user> <user> way head liberals <user> supporters stupid think racist aboilish ice open borders crime get bubble minute look great country maga,1
81081.0,<user> <user> <user> took polygraph prove something husband think counseling frigid husband wants know made cockamamy story coverup current lesbian affair,0
87863.0,<user> ever want record setting bad election liberals quebec need go back url,0
12088.0,<user> 4 first bullet point fool cillizza also wrong clearly politically manipulated like thomas hill 1991 shameful pundits like cillizza excuse democrats cynical manipulation hold conservatives higher standards,0
92473.0,<user> <emoji : smiling_face_with_open_hands>,0
44840.0,<user> clearly man must blind thanks beautiful woman outside kick ass one inside well know many woman applauding post along,0
13020.0,<user> <user> <user> tea leaves use simple logic know thing comes common sense right know winning deplorables maga god bless,0
70348.0,<user> hey love wanted check hope okay hun,0
76951.0,<user> <user> liberals never handle truth truth make heads <emoji : collision> <emoji : collision> <emoji : collision> <emoji : collision>,1
71165.0,<user> <user> <user> <user> <user> <user> might minor factor saying peoplesvote,0
73158.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> sorry meme way backward good vids antifa meeting vet streets url,0
38623.0,<user> bill brooke deserve like hot cold love person week love next brooke understand sftv bill ruined,1
12344.0,<user> maybe drop angry b <user> routine try something funny everyone enjoy like non political jokes think capable,1
21478.0,<user> bitches brain,1
73731.0,<user> <user> <user> remember conservatives slagged labour party undemocratic allowing unons big say labour policies,0
70501.0,<user> glad think know could kick ass always back knows best awful live like child experience things shitty people like allowed near,1
87289.0,<user> <user> agreed probably white people screaming offensive wish big brother forced twitter sjw army remove said offensive things teenagers,1
77285.0,<user> activist liar gop wants get oath go kavanaugh gets nominated,1
89510.0,<user> <user> <user> <user> <user> <user> everyone arguing gun control always points australia eu examples,0
29196.0,<user> <user> <user> careful cpc needs numbers risk polluting pool many socialist liberals,0
44630.0,<user> <user> <user> definition antagonist certain canons means objective villain overall frankly put effort franchise make players viewers sympathize character even bad guy arguable either way guess,0
66070.0,<user> <user> <user> <user> <user> <user> also one started using cambridge analytica,0
12398.0,<user> bernie supporter tried assassinate republican congressmen another assassination attempt ca sen paul attacked home trump cabinet members amp supporters harassed attacked country single democrats speak bob <user>,0
11546.0,<user> pornhub,1
35216.0,<user> perhaps myers house wynn runs smithsgrove leader thorn cult used think friend revealed true intentions madman,1
27203.0,<user> <user> <user> <user> <user> somewhat conflicted talking shit defending many intelligent bright minds held hostage msm propaganda peddling uhave read documents dive deep know funds antifa msm dnc etc,1
50864.0,<user> believe gun control laws strict criminals still obtain guns regardless gun restrictions would make harder law abiding citizen defend attack,0
44962.0,<user> shitty,1
61934.0,<user> looted money repaying debts,0
98501.0,<user> chatterbox,0
26390.0,<user> also going address allegations keith ellison allegedly likes beat girlfriends addition fact supports violent antifa scumbags hangs anti semite louis farrakhan,0
29109.0,<user> look forward seeing antifa hoodie,0
52502.0,<user> <user> <user> <user> <user> <user> crook,1
59388.0,<user> <user> <user> big risk <user> <user> many conservatives drift stick parties like aust conservatives emerge cater growing dissatisfaction,0
94623.0,<user> <user> kind need nation wide gun control really stupid,1
86233.0,<user> <user> <user> hiding behind camera antifa punk hides behind scarf lol,0
54769.0,<user> <user> crying politics,0
11982.0,<user> <user> <user> screwed hearing dream liberals think happens trump gets removed,1
95340.0,1 hey <user> waited 6 weeks corporate refund finally calling 3 times hold 2 5 hrs total return call find processing error way contact waited contact,0
73814.0,<user> stubby little arm,1
81264.0,<user> cool guy url,0
95813.0,<user> bummer keep company public dispute,0
56521.0,<user> comedian edd,1
45979.0,<user> <user> saying bad pointing relates antifa,0
96828.0,<user> <user> <user> <user> term limits work better gun control reasons particular congress,0
15941.0,<user> long vote republican,0
46819.0,<user> let say selfish writer ever come know,1
50737.0,<user> state sponsored kids protesting 2nd amendment youth invasion c took place young fascists training corralled c demand govt strip away liberties name gun control url,1
95764.0,<user> <user> strongest gun control country <emoji : thinking_face>,0
29140.0,<user> lynchings innocent republicans conservatives continue gop let kavanaugh fraud prevail gop fight fire fire one time prominent dem male watch stop,1
63857.0,<user> liberal media yea put trust told single good thing done lot,0
30166.0,hillary said trump wins hang nooses deeper goes learn clinton freaked realized trump could win url conservatives tcot unmasking releasethememo susanrice fbi deepstate mueller,0
95519.0,22 years old wandering streets new york city big apple hell beyond still subject n word still models call n person year yet cares afraid u know,0
81645.0,<user> hope beautiful blessed sunday <emoji : smiling_face_with_smiling_eyes> <emoji : folded_hands_medium-light_skin_tone> <emoji : purple_heart> url,0
37674.0,<user> jumps private plane fly sunset,0
74101.0,<user> <user> align organization butchers babies profit scream need gun control violence children somehow ok butchering 100s thousands innocent defenseless babies every yr lines pockets,1
28166.0,<user> empty headed bushie whore,1
61604.0,<user> great stalk hunters like wife reason animals exist crazy liberals something complain,1
22373.0,<user> <user> conservatives killed hundreds 100000 people direct result conservative policies dwp figures imbecile tony blair put 6 nhs gordon brown 5 5 fit mp 1 5 stealing national health service us chemical attacks,1
37110.0,<user> notice angry maga bots losing vote thursday hey maga bots would like cheese whine lol,1
78052.0,<user> safer bomb shelter year next,0
90528.0,<user> acc drunk v tired took sleeping pills silly,1
87487.0,<user> god help us,0
76818.0,<user> one big sore conservatives back side,0
75157.0,<user> <user> proven gun control leads lower gun deaths chosen ignore accuse study falsified without proof proof used 5 states mentioned going continue ignore asking clarification,1
66943.0,<user> <user> well john started nuke button hit antiamerican hater well trump gon na desecrate liberals agenda results awesomeness <emoji : backhand_index_pointing_right_light_skin_tone> <emoji : united_states> <emoji : dove>,0
80651.0,<user> go crash another plane,1
27008.0,<user> <user> imparting gems michael moore stuffing face,1
45258.0,<user> <user> <user> 7 years pathetic,1
55825.0,<user> <user> <user> <user> trying called antifa <emoji : unamused_face>,0
22243.0,<user> holder prison,1
43647.0,<user> <user> <user> <user> <user> <user> <user> <user> opposing neutral jurist sitting scotus weighs merits case presented determines cotus adherance metoo waronmen blm waroncops antifa waronsociety abortion war poc amp poor liberalismisamentaldisorder maga <user> <user>,0
57981.0,<user> express entry taxi cab roxhamroad paperwork line ups police carry bags put hotel given 50k liberals,0
51017.0,<user> good boycottnfl,0
74396.0,<user> <user> even make specification tell gun control nothing stop homicide rate,1
19878.0,<user> <user> criticising <user> policy england standardised testing used equivalent p1 start tory civil war,0
96950.0,<user> doubt requesting player moved imo likely feels team close contender satisfied mentor borderline team,0
98911.0,<user> love honey hope okay take time take care <emoji : two_hearts>,0
58434.0,<user> good game man,0
65862.0,<user> <user> totally disgraceful name calling disgusting,1
96767.0,looking forward another great rally tonight fabulous las vegas never tire hearing <user> speak gives energy base give back loveourpotus maga kag url,0
51198.0,<user> <user> politicians running concepts like sanctuary cities expect sued aiding abetting,0
42416.0,<user> <user> <user> <user> <user> looking forward right dragging tweets new york times hires antifa editor,0
46340.0,<user> withdraw name left repeatedly caught fabricating stories like discredit conservatives proven cheaters lier liberal professor california lol <emoji : middle_finger>,0
11364.0,<user> everytime hear catch phrase u know url better know hate gon na spewed,0
27873.0,<user> people trumpnation stand firmly behind <user> complaining farmers corey booker suddenly discovered thinks divide maga nation understand must sacrifice little americans raped china,0
70107.0,<user> went live twice impressed really cool stage bestdj thank hardwell <emoji : red_heart>,0
51929.0,<user> <user> maybe fine people dipshit president talking antifa left fringe far left anti fascist movement lump left antifa lump right neo nazi kkk vote shhh url,1
84163.0,<user> conservatives unable think critically makes conservatives 20th century thing,0
21169.0,<user> always knees anyways,0
38709.0,<user> likenoother gamestopcontest laura croft great badass,1
31180.0,<user> maga white people,1
21521.0,<user> even know subject side sarandon class even disagree classless rambling fool <emoji : beaming_face_with_smiling_eyes>,1
70708.0,<user> <user> click see hell talking still know war conservatives like war christmas,1
78864.0,evil url,1
75586.0,<user> <user> gun zone still trouble means gun control answer lol,0
57488.0,<user> think funny complaining people negative ridley reaction yet similar thing online service liked reaction btw url,0
65192.0,<user> mayor,0
21932.0,<user> <user> <user> <user> <user> biggest question widdle away 2nd amendment left believe limited gun control im worried expected keep giving gun haters,1
51304.0,<user> old stand yell order guess gets coming like everyone else,0
37291.0,<user> really good thank <emoji : smiling_face> hope well <emoji : blue_heart> <emoji : folded_hands_medium-light_skin_tone> blessed beautiful friend <emoji : rose> <emoji : sunrise>,0
18265.0,<user> <user> wise move things democrats creating anger regarding conservatives,0
49277.0,<user> <user> tragic idiot tremendous internalized misogyny think moment grips tyranny half idiot,1
37917.0,<user> <emoji : smiling_face_with_heart-eyes>,0
20061.0,<user> absolutely conservatives another strong lady lead country 2019,0
22865.0,<user> lmaooo watches videos different methods whole time gym brushing hair <emoji : woman_facepalming_medium_skin_tone>,0
55351.0,fort trump poland sounds great another lasting reminder left dems much rest world hates <user> maga wwg1wga redwave2018 draintheswamp forttrump,1
13406.0,<user> <user> brought different times space coach red blue said travel next random,0
90908.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> yes,0
38398.0,<user> <user> <user> best,0
75452.0,<user> one greatest thrown bus bad judgment,0
56332.0,<user> goodell fired year ago looks like owners let steer ship right iceberg oh well,0
16889.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> hard kill killer ya know <user> <user> read book url,0
99215.0,<user> presumption innocence applies lefist liberals guilty get go conservative,1
84229.0,<user> <user> wife bet penn state upset,0
65036.0,<user> <emoji : flexed_biceps> <emoji : flexed_biceps> <emoji : flexed_biceps>,0
36407.0,<user> <user> thats ok dems liberals dont know,0
22240.0,<user> 2 leagues probably getting lifetime ban,0
12333.0,<user> liberals anderson cooper gay default means never wrong also liberals trump jr pos dad,1
27047.0,<user> hello twin let ke correcting typoness group name g dle case lazy use use idle instead <emoji : winking_face>,1
10164.0,<user> <user> think talking illegal immigrants drugs society mostly liberals people funding drug importation country,0
77611.0,<user> <user> <user> one word antifa,0
47176.0,<user> professional liar,1
95605.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> glutton punishment never see eye eye blue wave drinker topic till agree ban guns especially scary ones,0
54846.0,<user> well done <emoji : clapping_hands_light_skin_tone>,0
94084.0,<user> freak,0
61772.0,<user> <user> absolutely amazing <emoji : heart_suit>,0
94161.0,<user> <user> <user> <user> helpmto buy help homeless oh help <user> low income oh work poverty time high help oh thanks nothing,1
61549.0,<user> <user> paranoid always spam omg 16 16 16 16 spam everyone 16 credit telltale every posts fucking funny chill one cares 16,1
69020.0,<user> reason give aguearo slight edge kane creative clinical finishers het wrong,0
86369.0,<user> waiting stone cutters arrive excuse mr stonecutter think best side,0
51654.0,<user> numbers use numbers come ignore current theft medicare ignoring cost ignorance deceit make liberals pay welfareforall iatrogenesis,0
17247.0,<user> 2011 still got shits url,0
77822.0,<user> said already already broken go return get new generic retarded antifa supporter laugh,0
13873.0,<user> yes ily ok,0
25384.0,<user> djt amp gop maga old scared white men making women property,1
97226.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> better bring antifa <emoji : face_with_tears_of_joy>,0
24889.0,<user> <user> <user> last ford supports levi come gun control corporate america going take country back,0
47988.0,<user> <user> pope satan incarnate,1
18962.0,liked <user> video url manager tells man needs remove maga hat would wwyd,0
32028.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <emoji : face_with_rolling_eyes> really serious comparing prestigious positions nation slave keep proving ignorance amp inability logical thought maga,1
54376.0,<user> <user> <user> <user> president maga kag,0
44025.0,<user> corrupt pr government officials,0
99068.0,<user> apiece shit would kill animal mother,1
88285.0,<user> bull crap,1
15615.0,<user> <user> <user> <user> 7 url,0
38612.0,antifa gets shot right nuts phoenix gas url via <user> challenge scope kraber,0
16904.0,<user> oh nancy agree wholeheartedly think ever hated anyone life like feel man fact supposed leader makes stomach turn smh lost respect gop completely sit back allow travesty,1
99127.0,still bathroom really go,0
48214.0,<user> look reaction 18 second mark contemptuous clown,1
48644.0,<user> <user> imagine tread avi simultaneously allowing antifa police tread,0
86587.0,kavanaugh accuser christine ford opens door testifying next week looking forward book url maga draintheswamp termlimits ditchmitch peelpelosi <user>,0
82740.0,<user> <user> deal <user> would grow pair amp dump appeaser <user>,0
17576.0,partybeforecountry massmedia conservatives war press gotten dangerous going get worse url,0
71094.0,<user> <user> <user> <user> <user> <user> paying taxes optional tax evasion crime human rights laws 1a opinion issue preposterous gilliam anti 2a sensible gun control would prevent mentally ill people like owning gun want,1
57980.0,<user> <user> saw video corrupting government evidence saw going jail maga thegreatawakening qanon youaregoingtojail youhavebeenexposed url,1
99629.0,<user> university wisconsin entrance requirements take anyone rejected universities,0
66944.0,<user> <user> absolute queen <user> thank strong emotionally passionate woman,0
74813.0,<user> shocked news flash kev kern county highest murder rate state need common sense gun control laws protect constituents ca23 amp nation people allowed gun dosomething votethemout voteblue2018 <user>,0
15466.0,<user> <user> troubling top 2 trump haters diane feinstein amp dick schumer jewish hatred country amp conservatives amp israel palpable embarrassed,0
36373.0,<user> fuck drug test,1
71468.0,<user> someone never played spiderman 2 kid want tried year 2 back idk kinda collective nostalgia people web swinging mechanics busted fuck kinda trash,1
43496.0,<user> hit fact bey always private yacht whenever vacay sis stay water non bother <emoji : rolling_on_the_floor_laughing> <emoji : face_with_tears_of_joy>,0
88608.0,<user> hope would give expert advice economic matters govt pakistan even member economic council position posts matter one serve country without position post one really wishes something country,0
51262.0,<user> actually tyler planned cut angela brett clueless showmance hated changed mind,0
45204.0,<user> well james comey lie count fbi thought oath oath maybe wrong,0
82702.0,<user> love eric good person great sense humor favorite,0
92452.0,<user> <user> show saying alleged rape fault pretending swathes conservatives blaming victim rape disgusting straw man,1
57478.0,<user> ever ask tho <emoji : man_shrugging_medium-dark_skin_tone>,0
62638.0,heart aches search kyla pristin happy haters wont let ㅜㅡㅜ,0
54149.0,<user> liberals conservatives judge eachother actions worst characters liberals large quantities showcased blatant hypocrisy today allow people write ideas hypocrisy,0
42827.0,<user> <user> <user> <user> <user> <user> amazing,0
41788.0,<user> <user> game 2 played like 6 games 4 years team longer depend get somebody actually plays football games,0
16193.0,<user> take anti american crap somewhere else tedcruz senate maga,1
69234.0,<user> disconnected social networks askally,0
67602.0,<user> personal info hacked using google,0
56571.0,<user> democommunists allready destroyed america put men womens bathroom right child molestors n child killers n illegals rights americans u think im wrong bill say something besides kissing liberals asses,1
80502.0,<user> see frustrating conservatives always get praise humane policies neccessarily expected,0
49262.0,<user> <user> bwaaaaa compared trump bwaaaaaaa compared corrupt demented lunatic godsend,1
20920.0,<user> lot trying rival west ham infighting amongst fanbase priceless though still quite west ham however nothing beat antifa entryist conspiracy theory,0
92998.0,<user> yes bitch <emoji : sparkling_heart> <emoji : beating_heart>,1
14950.0,<user> <user> civilians also admit hard sometimes helping grok 24 7 lol called names even know existed example antifa grannies brokeback valor wth grok girl friend yep shit things frauds say thank grok brother <emoji : grinning_squinting_face> <emoji : grinning_squinting_face> <emoji : grinning_squinting_face>,0
16047.0,<user> throne 2 sitting upsideup pinche yayay <user> url url,0
23831.0,<user> antifa rescue lol,0
48085.0,levistrauss takes stand guncontrol cbs sanfrancisco url nomorelevis guns nra usa <user> gop libertarian conservative,0
58896.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> pathological liar,1
76519.0,<user> <user> <user> lil girl adult conversation take thin ass somewhere ya dig,1
28149.0,<user> <user> <user> <user> probably loaded <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> done cod 8 years <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> sponsors aint money,0
34747.0,<user> agreed telling truth thats mighty big sexually assaulted 35 years ago remember everything incident everything,0
52643.0,<user> <user> agreed gun control want people control without guns helpless know founders knew 2a,1
73753.0,realdonaldtrump rather quiet today hope spent time thinking endgame vlad know probably know expendable take country back happy ponder,0
74669.0,<user> great day,0
65821.0,<user> <user> almost comical point,0
92785.0,<user> <user> <user> got point person looks however think look nhs social care emergency services wages compared living costs see different story,0
75312.0,<user> anti kavanaugh groups already spinning guilty disclosures due process aggressive tactics let see spin left right,0
22767.0,<user> hope fuck,1
26534.0,<user> <user> weird conservatives sometimes get accused lacking empathy,0
98523.0,<user> fuckbucket,1
58877.0,<user> yes keep voting new reich brussels get result want call another referendum see happens go away liberals finished,0
53885.0,vocal believe telling others one dream important express dream others people remember escape actaully make come true regaining confidence,0
39588.0,<user> <user> states kavanaugh destroy chance federal gun control lifetime,0
41848.0,<user> thanks sweet timid skiddish scared every sound hurricane helping adjust today started playful <emoji : smiling_face_with_smiling_eyes>,0
88504.0,<user> could stop taking molly shit glad changed still around absolutely sucks max passed amazing artist rip mac,1
20251.0,<user> <user> damn roll bring,0
60427.0,<user> <user> maga many getting arrested,0
63429.0,<user> <user> <user> <user> lmao conservatives lecturing conspiracy theories funny,0
18602.0,<user> gun control stop violence either,0
80803.0,<user> <user> <user> patriachy harmed black men anything antifa social justice trash hotspot,0
73769.0,<user> right mind conservatives,1
73552.0,<user> damn felt shit loud lol,1
38519.0,love lau cutest uwu,0
10697.0,<user> getting exactly deserved,0
63333.0,<user> common sense bought taught either,0
61407.0,<user> <user> <user> <user> <user> really okay call lynchings long stand comic hmm,0
20947.0,<user> anybody notice url url,0
37042.0,<user> julieburchill actually mentally ill kid used fill nme face mags vacuous drivel given space grown world courtesy spineless pro brexit <user> eejits pathetic,0
21610.0,<user> <user> <user> hard hearing ar15 inanimate object ar15 inherently evil gun control decrease gun violence armed citizens less likely become victims mass shootings holocaust prevented banning ovens,1
74497.0,<user> <user> <user> <user> think made liberals upset,0
75950.0,<user> <user> <user> <user> words ignore democratic vote go way wanted,0
94486.0,<user> knowing abortion stake november mobilizes pro life forces kavanaugh denied makes critical conservatives maintain senate r seats election could blessing,0
71105.0,<user> look tell study right,0
54792.0,<user> <user> good one entirely responsible fallout undermine usa years come,0
90889.0,<user> yes yes melanie boyfriend,0
69932.0,kavanaugh judicial philosophy gun control foolish heartless url,0
32210.0,<user> <user> hilarious let puertoricans legalize pot forget problems hurricanemaria <emoji : united_states> <emoji : dollar_banknote> <emoji : smirking_face> <emoji : rolling_on_the_floor_laughing> thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica url,1
70012.0,<user> christian,0
84629.0,open borders bring america dems brainless vote red like life depends kag maga url,1
39454.0,sjw liberals sweden feminizing boys genderless schools url via <user>,0
10712.0,<user> <user> revolting,0
19909.0,<user> <user> long ago taboo left involved military weapons want military say gun experts push gun control,0
38393.0,<user> <user> <user> <user> <user> <user> q photoshop qanon real though silly liberals tricks kids,1
93158.0,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> cares deadlier antifa,0
46844.0,<user> <user> yes blind realize,1
11679.0,<user> antifa uc berkeley like <emoji : thumbs_up>,0
